Step,AgentID,physiological,safety,belonging,esteem,wealth,actions,status
25,4,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4458.358333333333,go_home,employed
26,0,"[0.7263410156249999, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.6658000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",823.05,go_home,retired
26,1,"[1.0, 0.9, 0.9, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",482.0,go_grocery,homeless
26,2,"[0.7772860895000002, 0.95, 1.0, 0.9975024987503127]","[1.0, 0.993, 0.997, 1.0]","[1.0, 0.85, 0.6765633666000002]","[1.0, 0.99, 0.33587398163446913]",1684.0,go_leisure,student
26,3,"[1.0, 0.9025, 0.9, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1917.1666666666667,go_home,unemployed
26,4,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4458.358333333333,go_home,employed
27,0,"[0.7263410156249999, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.6658000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",823.05,go_home,retired
27,1,"[1.0, 0.9, 0.9, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",482.0,go_grocery,homeless
27,2,"[0.7772860895000002, 0.95, 1.0, 0.9975024987503127]","[1.0, 0.993, 0.997, 1.0]","[1.0, 0.85, 0.6765633666000002]","[1.0, 0.99, 0.33587398163446913]",1684.0,go_leisure,student
27,3,"[1.0, 0.9025, 0.9, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1917.1666666666667,go_home,unemployed
27,4,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4458.358333333333,go_home,employed
28,0,"[0.7263410156249999, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.6658000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",823.05,go_home,retired
28,1,"[1.0, 0.9, 0.9, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",482.0,go_grocery,homeless
28,2,"[0.7772860895000002, 0.95, 1.0, 0.9975024987503127]","[1.0, 0.993, 0.997, 1.0]","[1.0, 0.85, 0.6765633666000002]","[1.0, 0.99, 0.33587398163446913]",1684.0,go_leisure,student
28,3,"[1.0, 0.9025, 0.9, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1917.1666666666667,go_home,unemployed
28,4,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4458.358333333333,go_home,employed
29,0,"[0.7263410156249999, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.6658000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",823.05,go_home,retired
29,1,"[1.0, 0.9, 0.9, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",482.0,go_grocery,homeless
29,2,"[0.7772860895000002, 0.95, 1.0, 0.9975024987503127]","[1.0, 0.993, 0.997, 1.0]","[1.0, 0.85, 0.6765633666000002]","[1.0, 0.99, 0.33587398163446913]",1684.0,go_leisure,student
29,3,"[1.0, 0.9025, 0.9, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1917.1666666666667,go_home,unemployed
29,4,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4458.358333333333,go_home,employed
30,0,"[0.7263410156249999, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.6658000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",823.05,go_home,retired
30,1,"[1.0, 0.9, 0.9, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",482.0,go_grocery,homeless
30,2,"[0.7772860895000002, 0.95, 1.0, 0.9975024987503127]","[1.0, 0.993, 0.997, 1.0]","[1.0, 0.85, 0.6765633666000002]","[1.0, 0.99, 0.33587398163446913]",1684.0,go_leisure,student
30,3,"[1.0, 0.9025, 0.9, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1917.1666666666667,go_home,unemployed
30,4,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4458.358333333333,go_home,employed
31,0,"[0.7263410156249999, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.6658000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",823.05,go_home,retired
31,1,"[1.0, 0.9, 0.9, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",482.0,go_grocery,homeless
31,2,"[0.7772860895000002, 0.95, 1.0, 0.9975024987503127]","[1.0, 0.993, 0.997, 1.0]","[1.0, 0.85, 0.6765633666000002]","[1.0, 0.99, 0.33587398163446913]",1684.0,go_leisure,student
31,3,"[1.0, 0.9025, 0.9, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1917.1666666666667,go_home,unemployed
31,4,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4458.358333333333,go_home,employed
32,0,"[0.7263410156249999, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.6658000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",823.05,go_home,retired
32,1,"[1.0, 0.9, 0.9, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",482.0,go_grocery,homeless
32,2,"[0.7772860895000002, 0.95, 1.0, 0.9975024987503127]","[1.0, 0.993, 0.997, 1.0]","[1.0, 0.85, 0.6765633666000002]","[1.0, 0.99, 0.33587398163446913]",1684.0,go_leisure,student
32,3,"[1.0, 0.9025, 0.9, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1917.1666666666667,go_home,unemployed
32,4,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4458.358333333333,go_home,employed
33,0,"[0.7042313378906249, 1.0, 1.0, 0.59969536]","[1.0, 1.0, 1.0, 0.992023968016]","[0.6376400000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",818.05,go_grocery,retired
33,1,"[1.0, 0.81, 0.8280000000000001, 1.0]","[1.0, 0.998001, 0.9801, 1.0]","[1.0, 0.990025, 0.9603999999999999]","[1.0, 0.9801, 0.9801]",482.0,sleep_street,homeless
33,2,"[0.7696017324950002, 0.9025, 0.96, 0.9970037475009376]","[1.0, 0.986049, 0.994009, 0.991]","[1.0, 0.7224999999999999, 0.6089070299400001]","[1.0, 0.9801, 0.2686991853075753]",1680.0,go_leisure,student
33,3,"[0.9269999999999999, 1.0, 0.986, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1917.1666666666667,go_home,unemployed
33,4,"[0.8669939999999999, 1.0, 0.9770000000000001, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4453.358333333333,go_grocery,employed
34,0,"[1.0, 0.92, 0.91, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",813.05,go_grocery,retired
34,1,"[0.82, 0.9390000000000001, 1.0, 0.999]","[0.9983, 1.0, 1.0, 0.995]","[0.91, 1.0, 1.0]","[0.99, 1.0, 1.0]",482.0,sleep_street,homeless
34,2,"[0.7633774033209502, 0.8573749999999999, 0.9216, 0.9965052456271871]","[1.0, 0.9791466569999999, 0.991026973, 0.982081]","[1.0, 0.6141249999999999, 0.5480163269460001]","[1.0, 0.9702989999999999, 0.21495934824606025]",1676.0,go_leisure,student
34,3,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1912.1666666666667,go_grocery,unemployed
34,4,"[1.0, 0.95, 0.9086100000000001, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.85, 0.98]","[1.0, 0.99, 0.98]",4448.358333333333,go_grocery,employed
35,0,"[1.0, 0.8464, 0.8281000000000001, 0.859204086784]","[1.0, 0.990025, 0.998001, 1.0]","[1.0, 0.9409, 0.9603999999999999]","[1.0, 0.9801, 0.9801]",813.05,go_home,retired
35,1,"[0.6723999999999999, 1.0, 1.0, 0.998001]","[0.9966028899999999, 1.0, 1.0, 0.990025]","[0.8281000000000001, 1.0, 1.0]","[0.9801, 1.0, 1.0]",477.0,go_grocery,homeless
35,2,"[0.7583356966899697, 0.8145062499999999, 0.884736, 0.9960069930043736]","[1.0, 0.9722926304009999, 0.988053892081, 0.9732422709999999]","[1.0, 0.5220062499999999, 0.49321469425140013]","[1.0, 0.96059601, 0.17196747859684822]",1672.0,go_leisure,student
35,3,"[1.0, 0.95, 0.94, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1907.1666666666667,go_grocery,unemployed
35,4,"[1.0, 0.9025, 0.8450073000000001, 1.0]","[1.0, 0.998001, 0.99840064, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 0.9801, 0.9603999999999999]",4448.358333333333,go_home,employed
36,0,"[0.9299999999999999, 1.0, 0.8935710000000001, 0.75609959636992]","[1.0, 1.0, 1.0, 0.998]","[0.905, 1.0, 1.0]","[1.0, 1.0, 1.0]",813.05,go_home,retired
36,1,"[1.0, 0.9, 0.92, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",472.0,go_grocery,homeless
36,2,"[0.7542519143188755, 0.7737809374999999, 0.84934656, 0.9955089895078715]","[1.0, 0.9654865819881929, 0.985089730404757, 0.9644830905609999]","[1.0, 0.4437053124999999, 0.44389322482626015]","[1.0, 0.9509900498999999, 0.13757398287747857]",1672.0,go_home,student
36,3,"[1.0, 0.9025, 0.8835999999999999, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1907.1666666666667,go_home,unemployed
36,4,"[0.9269999999999999, 1.0, 0.9258567890000001, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4448.358333333333,go_home,employed
37,0,"[0.8722499999999999, 1.0, 0.9531496100000001, 0.6653676448055296]","[1.0, 1.0, 1.0, 0.996004]","[0.8290000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",813.05,go_home,retired
37,1,"[1.0, 0.81, 0.8464, 1.0]","[1.0, 0.998001, 0.9801, 1.0]","[1.0, 0.990025, 0.9603999999999999]","[1.0, 0.9801, 0.9801]",472.0,go_reception_center,homeless
37,2,"[0.7159440505982891, 1.0, 0.9553726976, 0.9950112350131176]","[1.0, 1.0, 1.0, 0.9558027427459509]","[1.0, 1.0, 0.5395039023436341]","[1.0, 1.0, 0.25005918630198287]",1672.0,go_home,student
37,3,"[0.9269999999999999, 1.0, 0.9705839999999999, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1907.1666666666667,go_home,unemployed
37,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4443.358333333333,go_grocery,employed
38,0,"[0.8246062499999999, 1.0, 1.0, 0.585523527428866]","[1.0, 1.0, 1.0, 0.994011992]","[0.7682000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",813.05,go_hospital,retired
38,1,"[1.0, 1.0, 0.960688, 0.999]","[1.0, 1.0, 1.0, 0.995]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",472.0,sleep_street,homeless
38,2,"[0.6849146809846143, 1.0, 1.0, 0.9945137293956111]","[1.0, 1.0, 1.0, 0.9472005180612373]","[1.0, 1.0, 0.6255535121092707]","[1.0, 1.0, 0.3400473490415863]",1668.0,go_leisure,student
38,3,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1902.1666666666667,go_grocery,unemployed
38,4,"[1.0, 0.95, 0.93, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.85, 0.98]","[1.0, 0.99, 0.98]",4438.358333333333,go_grocery,employed
39,0,"[0.6803001562499998, 1.0, 0.91, 1.0]","[0.9988, 1.0, 0.999, 1.0]","[0.6145600000000001, 1.0, 0.98]","[0.99, 1.0, 0.99]",813.05,go_hospital,retired
39,1,"[0.82, 1.0, 1.0, 0.998001]","[0.9983, 1.0, 1.0, 0.990025]","[0.91, 1.0, 1.0]","[0.99, 1.0, 1.0]",467.0,go_grocery,homeless
39,2,"[0.6947808915975376, 0.95, 0.96, 0.9940164725309134]","[1.0, 0.993, 0.997, 0.9386757133986862]","[1.0, 0.85, 0.5629981608983436]","[1.0, 0.99, 0.27203787923326905]",1664.0,go_leisure,student
39,3,"[1.0, 0.95, 0.94, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1897.1666666666667,go_grocery,unemployed
39,4,"[1.0, 0.9025, 0.8649000000000001, 1.0]","[1.0, 0.998001, 0.99840064, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 0.9801, 0.9603999999999999]",4438.358333333333,go_home,employed
40,0,"[0.5612476289062498, 1.0, 0.8281000000000001, 1.0]","[0.9976014400000001, 1.0, 0.998001, 1.0]","[0.4916480000000001, 1.0, 0.9603999999999999]","[0.9801, 1.0, 0.9801]",813.05,go_home,retired
40,1,"[1.0, 0.9, 0.92, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",462.0,go_grocery,homeless
40,2,"[0.7027725221940055, 0.9025, 0.9216, 0.993519464294648]","[1.0, 0.986049, 0.994009, 0.930227631978098]","[1.0, 0.7224999999999999, 0.5066983448085093]","[1.0, 0.9801, 0.21763030338661526]",1660.0,go_leisure,student
40,3,"[1.0, 0.9025, 0.8835999999999999, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1897.1666666666667,go_home,unemployed
40,4,"[0.9269999999999999, 1.0, 0.9443570000000001, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4438.358333333333,go_home,employed
41,0,"[0.5680292938476561, 1.0, 1.0, 0.88]","[1.0, 1.0, 1.0, 0.998]","[0.49831840000000005, 1.0, 1.0]","[1.0, 1.0, 1.0]",813.05,go_home,retired
41,1,"[1.0, 0.81, 1.0, 1.0]","[1.0, 0.998001, 0.9801, 1.0]","[1.0, 0.990025, 0.9603999999999999]","[1.0, 0.9801, 0.9801]",462.0,go_reception_center,homeless
41,2,"[0.7092457429771445, 0.8573749999999999, 1.0, 0.9930227045625007]","[1.0, 0.9791466569999999, 0.991026973, 0.9218555832902952]","[1.0, 0.6141249999999999, 0.45602851032765834]","[1.0, 0.9702989999999999, 0.17410424270929223]",1656.0,go_leisure,student
41,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1897.1666666666667,go_home,unemployed
41,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4433.358333333333,go_grocery,employed
42,0,"[0.5680292938476561, 1.0, 1.0, 0.88]","[1.0, 1.0, 1.0, 0.998]","[0.49831840000000005, 1.0, 1.0]","[1.0, 1.0, 1.0]",813.05,go_home,retired
42,1,"[1.0, 0.81, 1.0, 1.0]","[1.0, 0.998001, 0.9801, 1.0]","[1.0, 0.990025, 0.9603999999999999]","[1.0, 0.9801, 0.9801]",462.0,go_reception_center,homeless
42,2,"[0.7092457429771445, 0.8573749999999999, 1.0, 0.9930227045625007]","[1.0, 0.9791466569999999, 0.991026973, 0.9218555832902952]","[1.0, 0.6141249999999999, 0.45602851032765834]","[1.0, 0.9702989999999999, 0.17410424270929223]",1656.0,go_leisure,student
42,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1897.1666666666667,go_home,unemployed
42,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4433.358333333333,go_grocery,employed
43,0,"[0.5680292938476561, 1.0, 1.0, 0.88]","[1.0, 1.0, 1.0, 0.998]","[0.49831840000000005, 1.0, 1.0]","[1.0, 1.0, 1.0]",813.05,go_home,retired
43,1,"[1.0, 0.81, 1.0, 1.0]","[1.0, 0.998001, 0.9801, 1.0]","[1.0, 0.990025, 0.9603999999999999]","[1.0, 0.9801, 0.9801]",462.0,go_reception_center,homeless
43,2,"[0.7092457429771445, 0.8573749999999999, 1.0, 0.9930227045625007]","[1.0, 0.9791466569999999, 0.991026973, 0.9218555832902952]","[1.0, 0.6141249999999999, 0.45602851032765834]","[1.0, 0.9702989999999999, 0.17410424270929223]",1656.0,go_leisure,student
43,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1897.1666666666667,go_home,unemployed
43,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4433.358333333333,go_grocery,employed
44,0,"[0.5680292938476561, 1.0, 1.0, 0.88]","[1.0, 1.0, 1.0, 0.998]","[0.49831840000000005, 1.0, 1.0]","[1.0, 1.0, 1.0]",813.05,go_home,retired
44,1,"[1.0, 0.81, 1.0, 1.0]","[1.0, 0.998001, 0.9801, 1.0]","[1.0, 0.990025, 0.9603999999999999]","[1.0, 0.9801, 0.9801]",462.0,go_reception_center,homeless
44,2,"[0.7092457429771445, 0.8573749999999999, 1.0, 0.9930227045625007]","[1.0, 0.9791466569999999, 0.991026973, 0.9218555832902952]","[1.0, 0.6141249999999999, 0.45602851032765834]","[1.0, 0.9702989999999999, 0.17410424270929223]",1656.0,go_leisure,student
44,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1897.1666666666667,go_home,unemployed
44,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4433.358333333333,go_grocery,employed
45,0,"[0.5680292938476561, 1.0, 1.0, 0.88]","[1.0, 1.0, 1.0, 0.998]","[0.49831840000000005, 1.0, 1.0]","[1.0, 1.0, 1.0]",813.05,go_home,retired
45,1,"[1.0, 0.81, 1.0, 1.0]","[1.0, 0.998001, 0.9801, 1.0]","[1.0, 0.990025, 0.9603999999999999]","[1.0, 0.9801, 0.9801]",462.0,go_reception_center,homeless
45,2,"[0.7092457429771445, 0.8573749999999999, 1.0, 0.9930227045625007]","[1.0, 0.9791466569999999, 0.991026973, 0.9218555832902952]","[1.0, 0.6141249999999999, 0.45602851032765834]","[1.0, 0.9702989999999999, 0.17410424270929223]",1656.0,go_leisure,student
45,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1897.1666666666667,go_home,unemployed
45,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4433.358333333333,go_grocery,employed
46,0,"[0.5680292938476561, 1.0, 1.0, 0.88]","[1.0, 1.0, 1.0, 0.998]","[0.49831840000000005, 1.0, 1.0]","[1.0, 1.0, 1.0]",813.05,go_home,retired
46,1,"[1.0, 0.81, 1.0, 1.0]","[1.0, 0.998001, 0.9801, 1.0]","[1.0, 0.990025, 0.9603999999999999]","[1.0, 0.9801, 0.9801]",462.0,go_reception_center,homeless
46,2,"[0.7092457429771445, 0.8573749999999999, 1.0, 0.9930227045625007]","[1.0, 0.9791466569999999, 0.991026973, 0.9218555832902952]","[1.0, 0.6141249999999999, 0.45602851032765834]","[1.0, 0.9702989999999999, 0.17410424270929223]",1656.0,go_leisure,student
46,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1897.1666666666667,go_home,unemployed
46,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4433.358333333333,go_grocery,employed
47,0,"[0.5680292938476561, 1.0, 1.0, 0.88]","[1.0, 1.0, 1.0, 0.998]","[0.49831840000000005, 1.0, 1.0]","[1.0, 1.0, 1.0]",813.05,go_home,retired
47,1,"[1.0, 0.81, 1.0, 1.0]","[1.0, 0.998001, 0.9801, 1.0]","[1.0, 0.990025, 0.9603999999999999]","[1.0, 0.9801, 0.9801]",462.0,go_reception_center,homeless
47,2,"[0.7092457429771445, 0.8573749999999999, 1.0, 0.9930227045625007]","[1.0, 0.9791466569999999, 0.991026973, 0.9218555832902952]","[1.0, 0.6141249999999999, 0.45602851032765834]","[1.0, 0.9702989999999999, 0.17410424270929223]",1656.0,go_leisure,student
47,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1897.1666666666667,go_home,unemployed
47,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4433.358333333333,go_grocery,employed
48,0,"[0.5680292938476561, 1.0, 1.0, 0.88]","[1.0, 1.0, 1.0, 0.998]","[0.49831840000000005, 1.0, 1.0]","[1.0, 1.0, 1.0]",813.05,go_home,retired
48,1,"[1.0, 0.81, 1.0, 1.0]","[1.0, 0.998001, 0.9801, 1.0]","[1.0, 0.990025, 0.9603999999999999]","[1.0, 0.9801, 0.9801]",462.0,go_reception_center,homeless
48,2,"[0.7092457429771445, 0.8573749999999999, 0.9, 0.9930227045625007]","[1.0, 0.9791466569999999, 0.991026973, 0.9218555832902952]","[1.0, 0.6141249999999999, 0.45602851032765834]","[1.0, 0.9702989999999999, 0.17410424270929223]",1656.0,go_leisure,student
48,3,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1897.1666666666667,go_home,unemployed
48,4,"[0.8669939999999999, 1.0, 0.9, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4433.358333333333,go_grocery,employed
49,0,"[0.5680292938476561, 1.0, 1.0, 0.88]","[1.0, 1.0, 1.0, 0.998]","[0.49831840000000005, 1.0, 1.0]","[1.0, 1.0, 1.0]",813.05,go_home,retired
49,1,"[1.0, 0.81, 1.0, 1.0]","[1.0, 0.998001, 0.9801, 1.0]","[1.0, 0.990025, 0.9603999999999999]","[1.0, 0.9801, 0.9801]",462.0,go_reception_center,homeless
49,2,"[0.7092457429771445, 0.8573749999999999, 0.9, 0.9930227045625007]","[1.0, 0.9791466569999999, 0.991026973, 1.0]","[1.0, 0.6141249999999999, 0.45602851032765834]","[1.0, 0.9702989999999999, 0.17410424270929223]",1656.0,go_leisure,student
49,3,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1897.1666666666667,go_home,unemployed
49,4,"[0.8669939999999999, 1.0, 0.9, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4433.358333333333,go_grocery,employed
50,0,"[0.5680292938476561, 1.0, 1.0, 0.88]","[1.0, 1.0, 1.0, 0.998]","[0.49831840000000005, 1.0, 1.0]","[1.0, 1.0, 1.0]",813.05,go_home,retired
50,1,"[1.0, 0.81, 1.0, 1.0]","[1.0, 0.998001, 0.9801, 1.0]","[1.0, 0.990025, 0.9603999999999999]","[1.0, 0.9801, 0.9801]",462.0,go_reception_center,homeless
50,2,"[0.7092457429771445, 0.8573749999999999, 0.9, 0.9930227045625007]","[1.0, 0.9791466569999999, 0.991026973, 1.0]","[1.0, 0.6141249999999999, 0.45602851032765834]","[1.0, 0.9702989999999999, 0.17410424270929223]",1656.0,go_leisure,student
50,3,"[0.9269999999999999, 1.0, 0.9, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1897.1666666666667,go_home,unemployed
50,4,"[0.8669939999999999, 1.0, 0.9, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",4433.358333333333,go_grocery,employed
51,0,"[0.5680292938476561, 1.0, 1.0, 0.88]","[1.0, 1.0, 1.0, 0.998]","[0.49831840000000005, 1.0, 1.0]","[1.0, 1.0, 1.0]",813.05,go_home,retired
51,1,"[1.0, 0.81, 1.0, 1.0]","[1.0, 0.998001, 0.9801, 1.0]","[1.0, 0.990025, 0.9603999999999999]","[1.0, 0.9801, 0.9801]",462.0,go_reception_center,homeless
51,2,"[0.7092457429771445, 0.8573749999999999, 0.9, 0.9930227045625007]","[1.0, 0.9791466569999999, 0.991026973, 1.0]","[1.0, 0.6141249999999999, 0.45602851032765834]","[1.0, 0.9702989999999999, 0.17410424270929223]",1656.0,go_leisure,student
